OBJECTID,INSPECTOR,INSPECTIONDATE,RESTAREAID,RESTAREANAME,ROADNAME,CARRIAGEWAY,DECLAREDROADNAME,LOCALROADNAME,ROADNUMBER,DIRECTION,RMACLASS,SRNS,NEARESTINTERSECTION,DISTANCEFROMINT,DIRECTIONFROMINT,TDI,LOCALITY,MUNICIPALITY,VICROADSREGION,VCSDMAPREF,LATITUDE,LONGITUDE,RESTAREATYPE,RESTAREACATEGORY,SUITABLEASTIRA,SITELOCATION,ROADSPEEDLIMIT,BUFFERZONE,BUFFERWIDTH,SURFACETYPE,SURFACECONDITION,DELINEATEDPARKING,TOILETS,DISABLEDTOILETS,TOILETSEWERAGE,PICNICTABLES,BBQ,RUBBISHBINS,WATER,SHADESHELTERPICNIC,SHADESHELTERPARKING,SHADEEXTENT,SHADEDURATION,LIGHTING,TOURISTINFO,COMMERCIALACTIVITY,DRIVERREVIVER,CAMPING,FACILITIESCOMMENTS,NUMBERCARSPACES,NUMBERCARAVANSPACES,NUMBERTRUCKSPACES,NUMBERBDOUBLESPACES,NUMBERHPFVSPACES,TOTALPARKINGAREA,PARKINGCOMMENTS,CARAVANACCESS,TRUCKACCESS,BDOUBLEACCESS,HPFVACCESS,ODVEHICLEACCESS,APPROACHLINEOFSIGHT,EGRESSLINEOFSIGHT,OPPOSITEACCESS,OPPOSITEEGRESS,SIGNAGEMARKINGS,RESTAREASPEEDLIMIT,PEDESTRIANCONFLICT,ACCESSCOMMENTS,SITEAMENITY,FEATURESOFINTEREST,AMENITYCOMMENTS,GENERALCOMMENTS,UNIQUEID,CREATED_DATE,LAST_EDITED_DATE,GLOBALID
362762,,1.43631E+12,1100096,,WESTERN HIGHWAY,EASTBOUND,WESTERN FREEWAY,WESTERN FREEWAY,2520,R,FW,M8,MOUNT COTTRELL ROAD,806,SOUTHEAST,398919.534,ROCKBANK,MELTON,METRO NORTH WEST,78C5,-37.70676,144.628784,SERVICE CENTRE,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,110,VEGETATION,50m,ASPHALT,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,Not Assessed,NONE,NONE,EXCELLENT,EXCELLENT,NOT ASSESSED,NO SHADE,NOT ASSESSED,NO SHADE,EXCELLENT,NONE,FAST FOOD,NO,NO,BP Service Centre and McDonalds fast food,63,3,14,,,2200,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,NO,NO,NONE,NO SIGNS,NO SIGNS,No Comments,PLEASANT,None,No Comments,No Comments,207,1.46295E+12,1.4847E+12,d7a685c3-eaa9-4831-a0d3-a94ea6126ede
362763,,1.43631E+12,1100097,,WESTERN HIGHWAY,EASTBOUND,FOOTSCRAY-CAROLINE SPRINGS ROAD,WESTERN HIGHWAY,5520,R,AO,N,WESTERN HIGHWAY,5,SOUTHEAST,1225.304,CAROLINE SPRINGS,MELTON,METRO NORTH WEST,436B6,-37.755524,144.741119,SERVICE CENTRE,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,80,VEGETATION,20m,ASPHALT,GOOD,EXCELLENT,EXCELLENT,EXCELLENT,Not Assessed,NONE,NONE,GOOD,GOOD,NOT ASSESSED,NO SHADE,NOT ASSESSED,NO SHADE,EXCELLENT,NONE,NONE,NO,NO,No Comments,18,0,0,,,200,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,NO,NO,NONE,NO SIGNS,NO SIGNS,No Comments,PLEASANT,None,No Comments,No Comments,208,1.46295E+12,1.4847E+12,7f82f1c0-d506-4b69-9f02-c8537be10e85
362764,,1.43493E+12,2000001,Eastlink Southbound,EASTLINK,SOUTHBOUND,CARIBBEAN PARK DRIVE,EASTLINK OUT-LAKESIDE RAMP OF,5620,F,NR,,,,,-23.01,SCORESBY,KNOX,METRO SOUTH EAST,7.90E+09,-37.91292,145.21693,SERVICE CENTRE,FREEWAY SERVICE CENTRE,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,CONCRETE,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,Not Assessed,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,COVERED WITH WALKWAY,NO SHADE,NOT ASSESSED,ALL DAY,EXCELLENT,GOOD,FAST FOOD,NO,NO,weighbridge and truck drivers area with showers.,116,18,18,,,45000,Caravan And Truck Spaces Shared 18 Total Plus 5 Bus Only Parking Spaces. 3 Disabled Car Parks.,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,NO,NO,EXCELLENT,40,SIGNS INSTALLED,No Comments,PLEASANT,None,No Comments,No Comments,209,1.46295E+12,1.46295E+12,eea041b1-b8ef-457b-9ebc-a38adfb2ead1
362765,,1.43493E+12,2000002,Eastlink Northbound,EASTLINK,NORTHBOUND,EASTLINK,EASTLINK,2996,R,FW,M3,EASTLINK IN-FERNTREE GULLY RAMP OF,678,SOUTH,23014.728,SCORESBY,KNOX,METRO SOUTH EAST,7.90E+09,-37.91277622,145.2145705,SERVICE CENTRE,FREEWAY SERVICE CENTRE,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,CONCRETE,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,Not Assessed,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,COVERED NO WALKWAY,NO SHADE,NOT ASSESSED,ALL DAY,EXCELLENT,GOOD,FAST FOOD PRODUCE,NO,NO,Truck drivers area with showers.,128,6,27,,,50000,21 Truck 6 Bus and 3 Disabled Car Parks,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,NO,NO,EXCELLENT,20,SIGNS INSTALLED,No Comments,PLEASANT,None,No Comments,No Comments,210,1.46295E+12,1.4847E+12,19985c8a-e21d-476a-a60a-7924894f4301
362766,,1.43493E+12,2000003,,MAROONDAH HIGHWAY,NORTHBOUND,MAROONDAH HIGHWAY,MAROONDAH HIGHWAY,2720,F,AH,B300,MAROONDAH HIGHWAY SERVICE ROAD FWD,120,NORTH,28730.461,LILYDALE,YARRA RANGES,METRO SOUTH EAST,79G5,-37.738995,145.373337,CARS ONLY,MINOR,NOT ASSESSED,BEND FLAT,100,VEGETATION,20m,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,TREES,TREES,SOME SHADE,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,10,4,3,,,500,No Delineated Parks. Parking Indicated Is An Estimate,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,NO,NO,NONE,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,No Comments,211,1.46295E+12,1.4847E+12,02738593-a763-4da3-8e34-9eed004a41b8
362767,,1.43493E+12,2000004,,MAROONDAH HIGHWAY,SOUTHBOUND,MAROONDAH HIGHWAY,MAROONDAH HIGHWAY,2720,F,AH,B300,MAROONDAH HIGHWAY SERVICE ROAD FWD,5,SOUTHWEST,29075.753,COLDSTREAM,YARRA RANGES,METRO SOUTH EAST,79G5,-37.736351,145.375473,TRUCK PARKING BAY,TRUCK PARKING BAY,NOT ASSESSED,BEND FLAT,70,NONE,NOT ASSESSED,ASPHALT,POOR,POOR,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,FAST FOOD,NO,NO,Non perm mobile food van,0,0,4,,,3000,Permitted Trucks Only,NO,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,NO,UNSAFE,POOR,NO SIGNS,NO SIGNS,No Comments,UNINVITING,None,No Comments,No Comments,212,1.46295E+12,1.4847E+12,018b961c-e0a9-4951-a478-049bbfd65d42
362768,,1.43493E+12,2000005,,MAROONDAH HIGHWAY,NORTHBOUND,MAROONDAH HIGHWAY,MAROONDAH HIGHWAY,2720,F,AH,B360,MAROONDAH HIGHWAY SERVICE ROAD FWD,239,EAST,33061.483,COLDSTREAM,YARRA RANGES,METRO SOUTH EAST,439C3,-37.709305,145.397446,CARS ONLY,MINOR,NOT ASSESSED,STRAIGHT HILL,80,VEGETATION,50m,ASPHALT,POOR,NONE,NONE,NONE,Not Assessed,GOOD,GOOD,GOOD,GOOD,COVERED NO WALKWAY,NO SHADE,NOT ASSESSED,NO SHADE,NONE,GOOD,NONE,NO,NO,No Comments,8,0,0,,,300,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,UNSAFE,UNSAFE,GOOD,NO SIGNS,NO SIGNS,No Comments,SCENIC,Historical Marker,Historic Marker Relates To The Battle Of Mount Mary,No Comments,213,1.46295E+12,1.4847E+12,c2f7a6f2-095c-4d7d-b918-00484e68babf
362769,,1.43493E+12,2000006,Everand Park,MAROONDAH HIGHWAY,SOUTHBOUND,MAROONDAH HIGHWAY,MAROONDAH HIGHWAY,2720,F,AH,B360,MAXWELLS ROAD,39,NORTHEAST,43329.733,HEALESVILLE,YARRA RANGES,METRO SOUTH EAST,429G13,-37.677845,145.491074,PICNIC AREA,NON VICROADS,NOT ASSESSED,BEND HILL,100,VEGETATION,50m,GRAVEL,EXCELLENT,NONE,NONE,NONE,Not Assessed,EXCELLENT,EXCELLENT,NONE,NONE,TREES,TREES,MOSTLY SHADED,NOT ASSESSED,NONE,NONE,NONE,NO,NO,No Comments,6,0,0,,,1000,No Comments,NO,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,UNSAFE,UNSAFE,UNSAFE,NONE,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,214,1.46295E+12,1.4847E+12,f5245a2d-5748-4edc-94b2-80e7544afebc
362770,,1.43493E+12,2000007,Malleson Lookout,DON ROAD,EASTBOUND,DONNA BUANG ROAD,DON ROAD,4831,F,AO,C505,OLD COACH ROAD,128,EAST,9197.528,BADGER CREEK,YARRA RANGES,METRO SOUTH EAST,439K2,-37.696693,145.559555,SCENIC LOOKOUT,MINOR,NOT ASSESSED,BEND HILL,80,NONE,NOT ASSESSED,ASPHALT,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,No Comments,2,0,0,,,180,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,UNSAFE,SAFE,POOR,NO SIGNS,MINIMAL,No Comments,SCENIC,Scenic Lookout,No Comments,No Comments,215,1.46295E+12,1.4847E+12,fb929c2e-85e3-4f28-9801-a9e8e70c8425
362771,,1.4345E+12,2000008,Selover's Lookout,MAROONDAH HIGHWAY,NORTHBOUND,MAROONDAH HIGHWAY,MAROONDAH HIGHWAY,2720,F,AH,B360,MAROONDAH HIGHWAY SERVICE ROAD FWD,39,EAST,51893.384,HEALESVILLE,YARRA RANGES,METRO SOUTH EAST,429K11,-37.646004,145.557251,SCENIC LOOKOUT,MINOR,NOT ASSESSED,BEND HILL,80,VEGETATION,50m,ASPHALT,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,NONE,NONE,TREES,TREES,SOME SHADE,NOT ASSESSED,NONE,GOOD,NONE,NO,NO,No Comments,5,0,0,,,250,No Comments,NO,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,UNSAFE,UNSAFE,GOOD,NO SIGNS,MINIMAL,No Comments,SCENIC,Scenic Lookout,No Comments,No Comments,216,1.46295E+12,1.4847E+12,5e3ff753-f018-4c41-9abd-c732ee011032
362772,,1.43493E+12,2000009,Fernshaw Picnic Area,MAROONDAH HIGHWAY,SOUTHBOUND,MAROONDAH HIGHWAY,MAROONDAH HIGHWAY,2720,F,AH,B360,DOWD ROAD,6704,SOUTHEAST,58884.775,FERNSHAW,YARRA RANGES,METRO SOUTH EAST,80B3,-37.614391,145.604202,PICNIC AREA,NON VICROADS,NOT ASSESSED,BEND HILL,80,VEGETATION,20m,GRAVEL,GOOD,NONE,GOOD,GOOD,Not Assessed,GOOD,GOOD,NONE,NONE,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,EXCELLENT,NONE,NO,NO,No Comments,6,0,0,,,400,No Comments,NO,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,POOR,NO SIGNS,MINIMAL,No Comments,PLEASANT,Historical Marker,No Comments,No Comments,217,1.46295E+12,1.4847E+12,fbcaca63-4529-446e-9530-8d28de9decf9
362773,,1.43493E+12,2000010,Dom Dom Saddle Picnic Area,MAROONDAH HIGHWAY,SOUTHBOUND,MAROONDAH HIGHWAY,MAROONDAH HIGHWAY,2720,F,AH,B360,MONDA ROAD,1113,EAST,64538.876,FERNSHAW,YARRA RANGES,NORTH EASTERN,80C3,-37.591591,145.642349,PICNIC AREA,NON VICROADS,NOT ASSESSED,BEND HILL,80,VEGETATION,20m,GRAVEL,GOOD,NONE,POOR,POOR,Not Assessed,GOOD,GOOD,NONE,NONE,COVERED NO WALKWAY,TREES,MOSTLY SHADED,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,20,0,0,,,1000,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,Gazebo under repair,218,1.46295E+12,1.4847E+12,f5f4611e-6cbd-4f2f-a95e-f78070197445
362774,,1.43493E+12,2000011,Lake Mountain Gate,LAKE MOUNTAIN ROAD,NORTHBOUND,LAKE MOUNTAIN ROAD,LAKE MOUNTAIN ROAD,4083,F,AO,C512,MARYSVILLE-WOODS POINT ROAD,596,NORTHEAST,596.212,MARYSVILLE,(LAKE MOUNTAIN),NORTH EASTERN,80F2,-37.529408,145.842117,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,STRAIGHT HILL,60,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,POOR,NONE,Not Assessed,GOOD,GOOD,NONE,NONE,COVERED NO WALKWAY,NO SHADE,NOT ASSESSED,ALL DAY,NONE,NONE,NONE,NO,NO,Gate and ticket box for parks access.,10,0,0,,,900,No Comments,NO,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,NONE,NO SIGNS,MINIMAL,No Comments,UNINVITING,None,No Comments,No Comments,219,1.46295E+12,1.4847E+12,790efba3-c08a-4938-aa99-7540e43a4449
362775,,1.43493E+12,2000012,Lake Mountain Top,LAKE MOUNTAIN ROAD,NORTHBOUND,LAKE MOUNTAIN ROAD,LAKE MOUNTAIN ROAD,4083,F,AO,C512,ROYSTON GAP ROAD,0,SOUTHWEST,10478,MARYSVILLE,(LAKE MOUNTAIN),NORTH EASTERN,62G9,-37.495426,145.878006,SCENIC LOOKOUT,NOT ASSESSED,NOT ASSESSED,STRAIGHT HILL,60,NONE,NOT ASSESSED,ASPHALT,EXCELLENT,NONE,EXCELLENT,EXCELLENT,Not Assessed,GOOD,GOOD,NONE,NONE,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,EXCELLENT,FAST FOOD,NO,NO,Lake Mountain Ski Resort Carpark,0,0,0,,,8000,Two Parking Areas and 50X90 And 50X70,NO,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,EXCELLENT,EXCELLENT,NOT ASSESSED,NOT ASSESSED,EXCELLENT,40,MINIMAL,No Comments,SCENIC,Scenic Lookout,No Comments,No Comments,220,1.46295E+12,1.4847E+12,c6e0617b-ad4f-4255-aeaf-5c7d8703f273
362776,,1.43493E+12,2000013,Arnold Gap Public Shelter,LAKE MOUNTAIN ROAD,SOUTHBOUND,LAKE MOUNTAIN ROAD,LAKE MOUNTAIN ROAD,4083,F,AO,C512,UPPER TAGGERTY ROAD,2023,SOUTHWEST,6293.637,MARYSVILLE,(LAKE MOUNTAIN),NORTH EASTERN,80F2,-37.52879,145.870026,CARS ONLY,NOT ASSESSED,NOT ASSESSED,STRAIGHT HILL,100,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,GOOD,NONE,Not Assessed,NONE,NONE,NONE,NONE,NO SHADE,NO SHADE,NO SHADE,NOT ASSESSED,NONE,NONE,NONE,NO,NO,Toilets locked. Overflow Carpark for ski resort,0,0,0,,,4800,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,UNINVITING,None,No Comments,No Comments,221,1.46295E+12,1.4847E+12,3a2946bc-6a41-4097-8934-178ac174feac
362777,,1.43493E+12,2000014,,MAROONDAH HIGHWAY,SOUTHBOUND,MAROONDAH HIGHWAY,MAROONDAH HIGHWAY,2720,F,AH,B360,GRANNIES LANE,1485,SOUTH,108711.705,ACHERON,MURRINDINDI,NORTH EASTERN,62C5,-37.240738,145.683594,SCENIC LOOKOUT,NOT ASSESSED,NOT ASSESSED,BEND HILL,100,NONE,NOT ASSESSED,ASPHALT,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,GOOD,GOOD,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,No Comments,3,0,0,,,600,No Comments,NO,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,UNSAFE,UNSAFE,NONE,NO SIGNS,MINIMAL,No Comments,SCENIC,Scenic Lookout,No Comments,No Comments,222,1.46295E+12,1.4847E+12,00a1798a-7954-401a-a719-8e9cea78ecb2
362778,,1.43493E+12,2000015,,MAROONDAH HIGHWAY,SOUTHBOUND,MAROONDAH HIGHWAY,MAROONDAH HIGHWAY,2720,F,AH,B360,GRANNIES LANE,1099,SOUTH,109096.785,ACHERON,MURRINDINDI,NORTH EASTERN,62C5,-37.237331,145.684174,SCENIC LOOKOUT,NOT ASSESSED,NOT ASSESSED,BEND HILL,100,VEGETATION,100m,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,POOR,POOR,GOOD,GOOD,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,No Comments,10,0,0,,,1250,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,Scenic Lookout,No Comments,No Comments,223,1.46295E+12,1.4847E+12,4fe43ab0-1b78-4d92-92d8-467f671d8210
362779,,1.43493E+12,2000016,Koriella,GOULBURN VALLEY HIGHWAY,EASTBOUND,MAROONDAH HIGHWAY,MAROONDAH HIGHWAY,2720,F,AH,B340,SPRING CREEK ROAD,228,SOUTHEAST,121754.174,KORIELLA,MURRINDINDI,NORTH EASTERN,62C4,-37.157837,145.661606,CARS ONLY,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,POOR,NONE,GOOD,NONE,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,3,0,0,,,350,No Comments,NO,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,NONE,NO SIGNS,MINIMAL,No Comments,UNINVITING,None,No Comments,No Comments,224,1.46295E+12,1.4847E+12,7ebfba4a-d767-45db-81c0-46e7fb91e0a2
362780,,1.43493E+12,2000017,Sheepwash Lagoon,GOULBURN VALLEY HIGHWAY,WESTBOUND,GOULBURN VALLEY HIGHWAY,GOULBURN VALLEY HIGHWAY,2640,F,AH,B300,RIDDS ROAD,145,NORTHWEST,45154.577,MOLESWORTH,MURRINDINDI,NORTH EASTERN,62A4,-37.164051,145.523575,CARS ONLY,NOT ASSESSED,NOT ASSESSED,BEND FLAT,80,NONE,NOT ASSESSED,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,POOR,NONE,NONE,NONE,TREES,TREES,SOME SHADE,NOT ASSESSED,NONE,NONE,NONE,NO,NO,No Comments,6,0,0,,,1200,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,Sheepwash Lagoon,No Comments,225,1.46295E+12,1.4847E+12,5ed1f7de-31ef-43e1-be16-4b1b23768b12
362781,,1.43493E+12,2000018,,GOULBURN VALLEY HIGHWAY,WESTBOUND,GOULBURN VALLEY HIGHWAY,GOULBURN VALLEY HIGHWAY,2640,F,AH,B300,KILLINGWORTH ROAD,566,EAST,55178.901,KILLINGWORTH,MURRINDINDI,NORTH EASTERN,61H5,-37.21294,145.438263,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,BEND FLAT,80,VEGETATION,20m,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,POOR,POOR,NONE,NONE,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,10,0,0,,,1200,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,226,1.46295E+12,1.4847E+12,8963206b-4469-4272-82c2-4c42a09e4e96
362782,,1.43493E+12,2000019,King Parrot Creek,GOULBURN VALLEY HIGHWAY,EASTBOUND,GOULBURN VALLEY HIGHWAY,GOULBURN VALLEY HIGHWAY,2640,F,AH,B340,KING PARROT CREEK ROAD,524,NORTHWEST,74199.644,KERRISDALE,MURRINDINDI,NORTH EASTERN,61F4,-37.145863,145.267548,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,BEND FLAT,100,VEGETATION,100m,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,GOOD,GOOD,GOOD,GOOD,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,EXCELLENT,NONE,NO,NO,No Comments,25,0,0,,,2500,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,UNSAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,227,1.46295E+12,1.4847E+12,d0e9dde2-efc0-437b-8efd-674e8f24be2a
362783,,1.43493E+12,2000020,,GOULBURN VALLEY HIGHWAY,EASTBOUND,GOULBURN VALLEY HIGHWAY,GOULBURN VALLEY HIGHWAY,2640,F,AH,B340,WILLOW TRACK,1805,SOUTHEAST,77164.996,TRAWOOL,MITCHELL,NORTHERN,6.10E+05,-37.142906,145.242737,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,BEND HILL,100,NONE,NOT ASSESSED,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,POOR,POOR,GOOD,GOOD,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,2,0,0,,,400,No Comments,NO,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,UNSAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,228,1.46295E+12,1.4847E+12,c86d4c68-85b0-4ceb-8868-c15bc4d56ad3
362784,,1.43493E+12,2000021,,GOULBURN VALLEY HIGHWAY,EASTBOUND,GOULBURN VALLEY HIGHWAY,GOULBURN VALLEY HIGHWAY,2640,F,AH,B340,GREENSLOPES ROAD,141,SOUTHEAST,84762.86,WHITEHEADS CREEK,MITCHELL,NORTHERN,6.10E+04,-37.090778,145.202118,PICNIC AREA,NOT ASSESSED,NOT ASSESSED,BEND FLAT,100,VEGETATION,50m,GRAVEL,POOR,NONE,NONE,NONE,Not Assessed,POOR,POOR,GOOD,GOOD,TREES,TREES,MOSTLY SHADED,ALL DAY,NONE,NONE,NONE,NO,NO,No Comments,10,0,0,,,1500,No Comments,YES,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,Boat Ramp,229,1.46295E+12,1.4847E+12,80db5e67-9f8a-4e7b-b84c-2a873e42b986
362785,,1.43493E+12,2000022,Cottons Pinch,GOULBURN VALLEY HIGHWAY,EASTBOUND,GOULBURN VALLEY HIGHWAY,GOULBURN VALLEY HIGHWAY,2640,F,AH,B300,WHITES ROAD,964,NORTHEAST,49753.374,MOLESWORTH,MURRINDINDI,NORTH EASTERN,61J5,-37.188251,145.488129,CARS AND TRUCKS,NOT ASSESSED,NOT ASSESSED,BEND HILL,80,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,GOOD,GOOD,NO SHADE,NO SHADE,NO SHADE,NO SHADE,NONE,NONE,NONE,NO,NO,No Comments,3,0,0,,,300,No Comments,YES,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,UNSAFE,UNSAFE,NONE,NO SIGNS,MINIMAL,No Comments,UNINVITING,None,No Comments,No Comments,230,1.46295E+12,1.4847E+12,1086f5cb-53a5-460d-9a32-9a9d9ac2f87c
362786,,1.43493E+12,2000023,,MAROONDAH HIGHWAY,EASTBOUND,MAROONDAH HIGHWAY,MAROONDAH HIGHWAY,2720,F,AH,B300,MIDDLE CREEK ROAD,368,SOUTHWEST,133669.918,YARCK,MURRINDINDI,NORTH EASTERN,62C3,-37.080345,145.636963,CARS ONLY,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,GOOD,NONE,GOOD,NONE,TREES,TREES,MOSTLY SHADED,NOT ASSESSED,NONE,NONE,NONE,NO,NO,No Comments,4,0,0,,,1000,No Comments,NO,NO,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,231,1.46295E+12,1.4847E+12,5779dac1-8911-46ea-93b3-6df21737faf6
362787,,1.4345E+12,2000024,,MAROONDAH HIGHWAY,WESTBOUND,MAROONDAH HIGHWAY,MAROONDAH HIGHWAY,2720,F,AH,B300,DURHAM LANE,79,NORTH,138485.248,KANUMBRA,MURRINDINDI,NORTH EASTERN,62C2,-37.047146,145.670959,TRUCK PARKING BAY,NOT ASSESSED,NOT ASSESSED,STRAIGHT FLAT,100,NONE,NOT ASSESSED,GRAVEL,GOOD,NONE,NONE,NONE,Not Assessed,NONE,NONE,GOOD,GOOD,NO SHADE,NO SHADE,NO SHADE,NOT ASSESSED,NONE,NONE,NONE,NO,NO,No Comments,0,0,1,,,900,No Comments,NO,YES,NOT ASSESSED,NOT ASSESSED,NOT ASSESSED,ADEQUATE,ADEQUATE,SAFE,SAFE,GOOD,NO SIGNS,MINIMAL,No Comments,PLEASANT,None,No Comments,No Comments,232,1.46295E+12,1.4847E+12,868979fb-b3e9-4d92-8ce1-3848b6acad6e
